"agency","city","cfo_file","gazette_date","seizure_date","location","offence","police_file","seized_goods","year","version"
"RCMP CFSEU","Coquitlam","R-07578","March 19, 2020","2019-6-19","Shaughnessy Street and Pitt River Road, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08486","Motorolcell phone","2019",2
"Surrey RCMP","Surrey","R-07588","March 19, 2020","2019-9-6","36 Avenue and 152 Street, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08498","645 CAD","2019",2
"Prince George RCMP","Prince George","R-07589","March 19, 2020","2019-8-14","Queensway and Regents Crescent, Prince George, Prince George, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08500","705 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07635","March 19, 2020","2018-7-24","Howe Street and Davie Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08544","2530 CAD","2018",2
"Vancouver Police Department","Vancouver","R-07635","March 19, 2020","2018-7-24","Howe Street and Davie Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08544","1155 CAD","2018",2
"Vancouver Police Department","Vancouver","R-07640","March 19, 2020","2019-10-10","1200 block of Hornby Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08549","1263.30 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07640","March 19, 2020","2019-10-10","1200 block of Hornby Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08549","227.10 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07640","March 19, 2020","2019-10-10","1200 block of Hornby Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08549","770 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07640","March 19, 2020","2019-10-10","1200 block of Hornby Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08549","31 USD","2019",2
"Vancouver Police Department","Burnaby","R-07641","March 19, 2020","2019-7-9","3400 block of Willingdon Avenue, Burnaby, Burnaby, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08550","430 CAD","2019",2
"Vernon North Okanagan RCMP","Vernon","R-07661","March 19, 2020","2019-7-19","3100 block of 37 Avenue, Vernon, Vernon, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08570","1573.60 CAD","2019",2
"Vernon North Okanagan RCMP","Vernon","R-07661","March 19, 2020","2019-7-19","3100 block of 37 Avenue, Vernon, Vernon, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08570","Alcatel cell phone","2019",2
"Vancouver Police Department","Vancouver","R-07667","March 19, 2020","2017-11-4","300 block of Jackson Avenue, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08582","645 CAD","2017",2
"Vancouver Police Department","Vancouver","R-07667","March 19, 2020","2018-9-4","300 block of E Hastings Street, Vancouver, Vancouver, British Columbia","5(1) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08583","1613.15 CAD","2018",2
"Vancouver Police Department","Vancouver","R-07667","March 19, 2020","2019-9-1","300 block of E Hastings Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08584","198.15 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07669","March 19, 2020","2019-6-18","1600 block of Haro Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08586","5.80 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07669","March 19, 2020","2019-6-18","1600 block of Haro Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08586","545 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07669","March 19, 2020","2019-6-18","1600 block of Haro Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08586","487.25 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07669","March 19, 2020","2019-6-18","1600 block of Haro Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08586","108.63 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07670","March 19, 2020","2019-9-26","E Cordova Street and Dunlevy Avenue, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08587","195 CAD","2019",2
"Vancouver Police Department","Vancouver","R-07670","March 19, 2020","2019-9-26","E Cordova Street and Dunlevy Avenue, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08587","675 CAD","2019",2
"New Westminster Police Department","New Westminster","R-07680","March 19, 2020","2019-12-12","E Columbia Street and Richmond Street, New Westminster, New Westminster, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08594","1110.30 CAD","2019",2
"Houston RCMP","Houston","R-07689","March 19, 2020","2018-11-27","Benson Avenue and Highway 16, Houston, Houston, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08604","1040 CAD","2018",2
"Langley RCMP","Surrey","R-07694","March 19, 2020","2019-11-8","5600 block of 181A Street, Surrey, Surrey, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08611","2004 Ford F250 (BCLPME8056)","2019",2
"Kelowna RCMP","Lake Country","R-07695","March 19, 2020","2019-3-31","11400 block of Petrie Road, Lake Country, Lake Country, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08612","1325 CAD","2019",2
"Kelowna RCMP","Lake Country","R-07695","March 19, 2020","2019-3-31","11400 block of Petrie Road, Lake Country, Lake Country, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08612","Two cell phones","2019",2
"Surrey RCMP","Surrey","R-07700","March 19, 2020","2020-1-22","102A Avenue and 152 Street, Surrey, Surrey, British Columbia","343 (Robbery) Criminal Code of Canada.","AC-08616","2004 AcurMDX Touring (BCLPJS358C)","2020",2
"Oliver RCMP","Oliver","R-07706","March 19, 2020","2018-6-25","7900 block of Highway 97, Oliver, Oliver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08623","1680 CAD","2018",2
"Oliver RCMP","Oliver","R-07706","March 19, 2020","2018-6-25","7900 block of Highway 97, Oliver, Oliver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08623","Cell phone","2018",2
"Vancouver Police Department","Vancouver","R-07716","March 19, 2020","2020-2-17","1100 block of Nelson Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada. [mh19]","AC-08631","6580 CAD","2020",2
"Vancouver Police Department","Vancouver","R-07716","March 19, 2020","2020-2-17","1100 block of Nelson Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada. [mh19]","AC-08631","5 USD","2020",2
"Abbotsford Police Department","2838 Justice Way","R-03256","March 12, 2020","2015-11-26","3100 block of Mt. Lehman Road, 2838 Justice Way, the 3500 block of Summit Drive, and  30600 block of Curlew Drive, Abbotsford, 2838 Justice Way, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada (CDSA). The subject property ($6,190 CAD, $540 CAD, and $210 CAD) was seized because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08610","120 CAD","2015",2
"Abbotsford Police Department","2838 Justice Way","R-03256","March 12, 2020","2015-11-26","3100 block of Mt. Lehman Road, 2838 Justice Way, the 3500 block of Summit Drive, and  30600 block of Curlew Drive, Abbotsford, 2838 Justice Way, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada (CDSA). The subject property ($6,190 CAD, $540 CAD, and $210 CAD) was seized because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08610","605 CAD","2015",2
"Abbotsford Police Department","2838 Justice Way","R-03256","March 12, 2020","2015-11-26","3100 block of Mt. Lehman Road, 2838 Justice Way, the 3500 block of Summit Drive, and  30600 block of Curlew Drive, Abbotsford, 2838 Justice Way, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada (CDSA). The subject property ($6,190 CAD, $540 CAD, and $210 CAD) was seized because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08610","6190 CAD","2015",2
"Abbotsford Police Department","2838 Justice Way","R-03256","March 12, 2020","2015-11-26","3100 block of Mt. Lehman Road, 2838 Justice Way, the 3500 block of Summit Drive, and  30600 block of Curlew Drive, Abbotsford, 2838 Justice Way, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada (CDSA). The subject property ($6,190 CAD, $540 CAD, and $210 CAD) was seized because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08610","540 CAD","2015",2
"Abbotsford Police Department","2838 Justice Way","R-03256","March 12, 2020","2015-11-26","3100 block of Mt. Lehman Road, 2838 Justice Way, the 3500 block of Summit Drive, and  30600 block of Curlew Drive, Abbotsford, 2838 Justice Way, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada (CDSA). The subject property ($6,190 CAD, $540 CAD, and $210 CAD) was seized because there was a warrant authorized by the court to search for evidence of an offence (or offences)","AC-08610","210 CAD","2015",2
"Ridge Meadows RCMP","New Westminster","R-07020","March 12, 2020","2017-10-9","300 block of E Columbia Street, New Westminster (money), and at Park Road and Lougheed Highway, Pitt Meadows, B.C. (cell phones), New Westminster, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-07915","769.35 CAD","2017",2
"Ridge Meadows RCMP","New Westminster","R-07020","March 12, 2020","2017-10-9","300 block of E Columbia Street, New Westminster (money), and at Park Road and Lougheed Highway, Pitt Meadows, B.C. (cell phones), New Westminster, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-07915","Five cell phones","2017",2
"Kelowna RCMP","Kelowna","R-07033","March 12, 2020","2019-7-3","4500 block of Rittich Road, Kelowna, Kelowna, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08602","1500 CAD","2019",2
"Vancouver Police Department","Richmond","R-07034","March 12, 2020","2018-7-20","23400 block of Gilley Road, Richmond, Richmond, British Columbia","95(1) (Possession prohibited/restricted firearm) Criminal Code of Canada.","AC-08608","2009 Audi A4 Premium Plus (BCLPDS673T)","2018",2
"RCMP CFSEU","Delta","R-07564","March 12, 2020","2018-4-9","92 Avenue and 117 Street, Delta, Delta, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08472","825 CAD","2018",2
"RCMP CFSEU","Maple Ridge","R-07569","March 12, 2020","2018-2-7","248 Street and Dewdney Trunk Road, Maple Ridge, Maple Ridge, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-08477","430 CAD","2018",2
"RCMP CFSEU","New Westminster","R-07573","March 12, 2020","2019-7-29","12 Street and Dublin Street, New Westminster, New Westminster, British Columbia","356(1) (Theft of mail) Criminal Code of Canada.","AC-08481","200 CAD","2019",2
"RCMP CFSEU","New Westminster","R-07573","March 12, 2020","2019-7-29","12 Street and Dublin Street, New Westminster, New Westminster, British Columbia","356(1) (Theft of mail) Criminal Code of Canada.","AC-08481","800 CAD","2019",2
"RCMP CFSEU","New Westminster","R-07573","March 12, 2020","2019-7-29","12 Street and Dublin Street, New Westminster, New Westminster, British Columbia","356(1) (Theft of mail) Criminal Code of Canada.","AC-08481","Three Apple iPhones","2019",2
"RCMP CFSEU","New Westminster","R-07573","March 12, 2020","2019-7-29","12 Street and Dublin Street, New Westminster, New Westminster, British Columbia","356(1) (Theft of mail) Criminal Code of Canada.","AC-08481","Two Apple watches","2019",2
"Vancouver Police Department","Vancouver","R-07580","March 12, 2020","2019-8-28","00 block of E Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08489","Bluetooth speakers","2019",2
"Vancouver Police Department","Vancouver","R-07580","March 12, 2020","2019-8-28","00 block of E Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08489","BlackBerry cell phones","2019",2
"Vancouver Police Department","Vancouver","R-07580","March 12, 2020","2019-8-28","00 block of E Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08489","ZTE cell phones","2019",2
"Vancouver Police Department","Vancouver","R-07580","March 12, 2020","2019-8-28","00 block of E Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08489","LG cell phones","2019",2
"Vancouver Police Department","Vancouver","R-07580","March 12, 2020","2019-8-28","00 block of E Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08489","Various electronic accessories","2019",2
"Vancouver Police Department","Vancouver","R-07580","March 12, 2020","2019-8-28","00 block of E Pender Street, Vancouver, Vancouver, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-08489","Samsung cell phones","2019",2
